,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Unnamed: 0,Year
2226,Oregon Governor - Buehler vs. Brown,Gravis,"Brown 45, Buehler 45",Tie,2018-07-21,18160.0,2018.0
2227,Georgia Governor - Republican Primary Run-Off,Trafalgar Group (R),"Kemp 59, Cagle 41",Kemp +18,2018-07-23,18163.0,2018.0
2228,Tennessee Governor - Republican Primary,JMC Analytics,"Lee 26, Boyd 20, Black 19, Harwell 16",Lee +6,2018-07-23,18164.0,2018.0
2229,Michigan Governor - Republican Primary,Emerson,"Schuette 35, Calley 13, Colbeck 7, Hines 9",Schuette +22,2018-07-23,18165.0,2018.0
2230,Michigan Governor - Democratic Primary,Emerson,"Whitmer 39, Thanedar 17, El-Sayed 12, Cobbs",Whitmer +22,2018-07-23,18166.0,2018.0
2231,Michigan Governor - Schuette vs. Whitmer,Emerson,"Whitmer 43, Schuette 36",Whitmer +7,2018-07-23,18172.0,2018.0
2232,Wisconsin Governor - Democratic Primary,NBC News/Marist,"Evers 25, Vinehout 7, McCabe 7, Soglin 6, Mitchell 3, Roys 3, Flynn 3",Evers +18,2018-07-26,18197.0,2018.0
2233,Wisconsin Governor - Walker vs. Evers,NBC News/Marist,"Evers 54, Walker 41",Evers +13,2018-07-26,18198.0,2018.0
2234,Florida Governor - Republican Primary,Florida Atlantic University,"DeSantis 36, Putnam 27, Nathan 3, White 3, Devine 1, Baldauf",DeSantis +9,2018-07-26,18199.0,2018.0
2235,Florida Governor - Democratic Primary,Florida Atlantic University,"Graham 20, Levine 16, Greene 14, Gillum 7, King 9",Graham +4,2018-07-26,18200.0,2018.0
2236,Minnesota Governor - Republican Primary,NBC News/Marist,"Pawlenty 51, Johnson 32",Pawlenty +19,2018-07-26,18201.0,2018.0
2237,Michigan Governor - Schuette vs. Whitmer,NBC News/Marist,"Whitmer 47, Schuette 38",Whitmer +9,2018-07-26,18202.0,2018.0
2238,California Governor - Cox vs. Newsom,PPIC,"Newsom 55, Cox 31",Newsom +24,2018-07-26,18204.0,2018.0
2239,Oklahoma Governor - Stitt vs. Edmondson,Sooner Poll,"Edmondson 40, Stitt 39",Edmondson +1,2018-07-26,18205.0,2018.0
2240,Oklahoma Governor - Cornett vs. Edmondson,Sooner Poll,"Cornett 43, Edmondson 35",Cornett +8,2018-07-26,18206.0,2018.0
2241,Oklahoma Governor - Republican Primary Run-Off,Sooner Poll,"Stitt 38, Cornett 38",Tie,2018-07-26,18207.0,2018.0
2242,Minnesota Governor - Democratic Primary,NBC News/Marist,"Swanson 28, Walz 24, Murphy 11",Swanson +4,2018-07-26,18208.0,2018.0
2243,Michigan Governor - Democratic Primary,NBC News/Marist,"Whitmer 35, Thanedar 25, El-Sayed 22, Cobbs",Whitmer +10,2018-07-26,18210.0,2018.0
2244,Michigan Governor - Republican Primary,EPIC-MRA,"Schuette 42, Calley 24, Colbeck 11, Hines 8",Schuette +18,2018-07-26,18211.0,2018.0
2245,Michigan Governor - Republican Primary,NBC News/Marist,"Schuette 36, Calley 26, Colbeck 12, Hines",Schuette +10,2018-07-26,18212.0,2018.0
2246,Minnesota Governor - Pawlenty vs. Murphy,NBC News/Marist,"Murphy 48, Pawlenty 40",Murphy +8,2018-07-26,18213.0,2018.0
2247,Minnesota Governor - Pawlenty vs. Walz,NBC News/Marist,"Walz 51, Pawlenty 40",Walz +11,2018-07-26,18214.0,2018.0
2248,Minnesota Governor - Pawlenty vs. Swanson,NBC News/Marist,"Swanson 51, Pawlenty 40",Swanson +11,2018-07-26,18215.0,2018.0
2249,Michigan Governor - Democratic Primary,EPIC-MRA,"Whitmer 49, Thanedar 22, El-Sayed 19, Cobbs",Whitmer +27,2018-07-26,18216.0,2018.0
2250,Florida Governor - Republican Primary,Mason-Dixon,"DeSantis 41, Putnam 29, Nathan 2, White 0, Devine 0, Baldauf 0",DeSantis +12,2018-07-27,18217.0,2018.0
2251,Florida Governor - Democratic Primary,Mason-Dixon,"Graham 27, Levine 18, Greene 12, Gillum 10, King 7",Graham +9,2018-07-27,18218.0,2018.0
2252,Texas Governor - Abbott vs. Valdez,Texas Lyceum*,"Abbott 47, Valdez 31",Abbott +16,2018-07-29,18220.0,2018.0
2253,Wisconsin Governor - Walker vs. Evers,Emerson,"Evers 48, Walker 41",Evers +7,2018-07-30,18225.0,2018.0
2254,Wisconsin Governor - Democratic Primary,Emerson,"Evers 30, Vinehout 10, McCabe 5, Soglin 5, Mitchell 5, Roys 7, Flynn 5",Evers +20,2018-07-30,18227.0,2018.0
2255,New York Governor - Democratic Primary,Siena,"Cuomo 60, Nixon 29",Cuomo +31,2018-07-31,18229.0,2018.0
2256,Georgia Governor - Kemp vs. Abrams,Gravis,"Abrams 46, Kemp 44",Abrams +2,2018-07-31,18230.0,2018.0
2257,Nevada Governor - Laxalt vs. Sisolak,Suffolk*,"Sisolak 41, Laxalt 42",Laxalt +1,2018-07-31,18231.0,2018.0
2258,Michigan Governor - Republican Primary,Mitchell Research,"Schuette 40, Calley 18, Colbeck 9, Hines 10",Schuette +22,2018-08-01,18239.0,2018.0
2259,Texas Governor - Abbott vs. Valdez,Quinnipiac,"Abbott 51, Valdez 38",Abbott +13,2018-08-01,18241.0,2018.0
2260,Oregon Governor - Buehler vs. Brown,Clout Research (R),"Brown 42, Buehler 43",Buehler +1,2018-08-02,18253.0,2018.0
2261,Oklahoma Governor - Republican Primary Run-Off,Remington Research (R),"Stitt 47, Cornett 37",Stitt +10,2018-08-03,18255.0,2018.0
2262,Kansas Governor - Republican Primary,Trafalgar Group (R),"Colyer 36, Kobach 43, Barnett 11, Selzer 5",Kobach +7,2018-08-05,18257.0,2018.0
2263,Kansas Governor - Republican Primary,Remington Research (R),"Colyer 34, Kobach 32, Barnett 14, Selzer 9",Colyer +2,2018-08-06,18258.0,2018.0
2264,Rhode Island Governor - Fung vs. Raimondo,WPRI/Roger Williams*,"Raimondo 39, Fung 37",Raimondo +2,2018-08-06,18261.0,2018.0
2265,Kansas Governor - Republican Primary,Remington Research (R),"Kobach 32, Colyer 34, Barnett 14, Selzer 9",Colyer +2,2018-08-06,18262.0,2018.0
2266,Maine Governor - Moody vs. Mills,Suffolk*,"Moody 39, Mills 39",Tie,2018-08-08,18265.0,2018.0
2267,Minnesota Governor - Democratic Primary,Emerson,"Swanson 29, Walz 28, Murphy 19",Swanson +1,2018-08-13,18279.0,2018.0
2268,Minnesota Governor - Republican Primary,Emerson,"Pawlenty 43, Johnson 34",Pawlenty +9,2018-08-13,18280.0,2018.0
2269,Minnesota Governor - Pawlenty vs. Swanson,Emerson,"Swanson 44, Pawlenty 36",Swanson +8,2018-08-13,18281.0,2018.0
2270,Minnesota Governor - Johnson vs. Walz,Emerson,"Walz 40, Johnson 33",Walz +7,2018-08-13,18282.0,2018.0
2271,Minnesota Governor - Pawlenty vs. Walz,Emerson,"Walz 44, Pawlenty 33",Walz +11,2018-08-13,18283.0,2018.0
2272,Minnesota Governor - Johnson vs. Swanson,Emerson,"Swanson 37, Johnson 32",Swanson +5,2018-08-13,18289.0,2018.0
2273,Florida Governor - Republican Primary,SurveyUSA,"DeSantis 40, Putnam 38, Nathan 1, White 2, Baldauf 1, Devine 2",DeSantis +2,2018-08-14,18290.0,2018.0
2274,Tennessee Governor - Lee vs. Dean,Gravis,"Lee 51, Dean 40",Lee +11,2018-08-14,18292.0,2018.0
2275,Florida Governor - Democratic Primary,SurveyUSA,"Graham 22, Levine 22, Greene 16, Gillum 11, King 3",Tie,2018-08-14,18293.0,2018.0
2276,Maryland Governor - Hogan vs. Jealous,Gonzales Research,"Hogan 52, Jealous 36",Hogan +16,2018-08-14,18298.0,2018.0
2277,Wyoming Governor - Republican Primary,Trafalgar Group (R),"Friess 21, Gordon 20, Hageman 16, Galeotos 10, Haynes 6, Dahlin 2",Friess +1,2018-08-15,18300.0,2018.0
2278,Wisconsin Governor - Walker vs. Evers,PPP (D),"Evers 49, Walker 44",Evers +5,2018-08-17,18316.0,2018.0
2279,New Hampshire Governor - Sununu vs. Marchand,UNH,"Sununu 48, Marchand 33",Sununu +15,2018-08-20,18321.0,2018.0
2280,New Hampshire Governor - Sununu vs. Kelly,UNH,"Sununu 48, Kelly 32",Sununu +16,2018-08-20,18322.0,2018.0
2281,New Mexico Governor - Pearce vs. Grisham,Emerson,"Grisham 42, Pearce 40",Grisham +2,2018-08-20,18323.0,2018.0
2282,Michigan Governor - Schuette vs. Whitmer,Gravis,"Whitmer 52, Schuette 37",Whitmer +15,2018-08-21,18325.0,2018.0
2283,Minnesota Governor - Johnson vs. Walz,Suffolk*,"Walz 46, Johnson 41",Walz +5,2018-08-22,18333.0,2018.0
2284,Florida Governor - Republican Primary,Florida Atlantic University,"DeSantis 32, Putnam 31, Nathan 4, White 2, Baldauf 3, Devine 2",DeSantis +1,2018-08-22,18334.0,2018.0
2285,Florida Governor - Democratic Primary,Florida Atlantic University,"Graham 29, Levine 17, Greene 11, Gillum 11, King 10",Graham +12,2018-08-22,18335.0,2018.0
2286,Wisconsin Governor - Walker vs. Evers,Marquette*,"Evers 46, Walker 46",Tie,2018-08-22,18336.0,2018.0
2287,Illinois Governor - Rauner vs. Pritzker,NBC News/Marist*,"Pritzker 46, Rauner 30",Pritzker +16,2018-08-22,18338.0,2018.0
2288,Texas Governor - Abbott vs. Valdez,NBC News/Marist,"Abbott 56, Valdez 37",Abbott +19,2018-08-22,18347.0,2018.0
2289,Connecticut Governor - Stefanowski vs. Lamont,Quinnipiac,"Lamont 53, Stefanowski 37",Lamont +16,2018-08-23,18351.0,2018.0
2290,Pennsylvania Governor - Wagner vs. Wolf,NBC News/Marist,"Wolf 54, Wagner 40",Wolf +14,2018-08-23,18352.0,2018.0
2291,Florida Governor - Democratic Primary,Gravis,"Graham 26, Levine 18, Greene 19, Gillum 15, King 5",Graham +7,2018-08-24,18357.0,2018.0
2292,Florida Governor - Republican Primary,Gravis,"DeSantis 39, Putnam 24, Nathan 4, White 6, Baldauf, Devine",DeSantis +15,2018-08-24,18358.0,2018.0
2293,Florida Governor - Republican Primary,Gravis,"DeSantis 39, Putnam 27, Nathan 4, White 6, Baldauf, Devine",DeSantis +12,2018-08-27,18363.0,2018.0
2294,Florida Governor - Democratic Primary,Gravis,"Graham 26, Levine 18, Greene 19, Gillum 16, King 5",Graham +7,2018-08-27,18365.0,2018.0
2295,Wisconsin Governor - Walker vs. Evers,Suffolk,"Evers 46, Walker 44",Evers +2,2018-08-28,18373.0,2018.0
2296,Connecticut Governor - Stefanowski vs. Lamont,Gravis,"Lamont 49, Stefanowski 40",Lamont +9,2018-08-29,18376.0,2018.0
2297,Pennsylvania Governor - Wagner vs. Wolf,Franklin & Marshall*,"Wolf 52, Wagner 35",Wolf +17,2018-08-30,18390.0,2018.0
2298,Florida Governor - DeSantis vs. Gillum,Quinnipiac,"Gillum 50, DeSantis 47",Gillum +3,2018-09-04,18404.0,2018.0
2299,Florida Governor - DeSantis vs. Gillum,Gravis,"Gillum 47, DeSantis 45",Gillum +2,2018-09-04,18405.0,2018.0
2300,Tennessee Governor - Lee vs. Dean,NBC News/Marist,"Lee 53, Dean 40",Lee +13,2018-09-06,18419.0,2018.0
2301,Georgia Governor - Kemp vs. Abrams,Atlanta Journal-Constitution,"Abrams 45, Kemp 45",Tie,2018-09-07,18427.0,2018.0
2302,Arizona Governor - Ducey vs. Garcia,Gravis,"Ducey 48, Garcia 44",Ducey +4,2018-09-09,18430.0,2018.0
2303,Michigan Governor - Schuette vs. Whitmer,Detroit News/WDIV-TV,"Whitmer 50, Schuette 36",Whitmer +14,2018-09-10,18433.0,2018.0
2304,Iowa Governor - Reynolds vs. Hubbell,Emerson,"Hubbell 36, Reynolds 31",Hubbell +5,2018-09-10,18434.0,2018.0
2305,New York Governor - Democratic Primary,Siena,"Cuomo 63, Nixon 22",Cuomo +41,2018-09-10,18435.0,2018.0
2306,Nevada Governor - Laxalt vs. Sisolak vs. Lord,Suffolk*,"Sisolak 37, Laxalt 35, Lord 5",Sisolak +2,2018-09-11,18446.0,2018.0
2307,Oklahoma Governor - Stitt vs. Edmondson,Sooner Poll*,"Stitt 47, Edmondson 44",Stitt +3,2018-09-11,18448.0,2018.0
2308,Nevada Governor - Laxalt vs. Sisolak,Suffolk*,"Sisolak 37, Laxalt 35",Sisolak +2,2018-09-11,18449.0,2018.0
2309,Florida Governor - DeSantis vs. Gillum,SurveyUSA,"Gillum 47, DeSantis 43",Gillum +4,2018-09-12,18453.0,2018.0
2310,Arizona Governor - Ducey vs. Garcia,FOX News,"Ducey 51, Garcia 40",Ducey +11,2018-09-13,18479.0,2018.0
2311,Minnesota Governor - Johnson vs. Walz,KSTP/SurveyUSA,"Walz 47, Johnson 40",Walz +7,2018-09-13,18480.0,2018.0
2312,Kansas Governor - Kobach vs. Kelly vs. Orman,PPP (D),"Kobach 39, Kelly 38, Orman 9",Kobach +1,2018-09-13,18484.0,2018.0
2313,Tennessee Governor - Lee vs. Dean,FOX News,"Lee 55, Dean 35",Lee +20,2018-09-13,18486.0,2018.0
2314,Florida Governor - DeSantis vs. Gillum,Rasmussen Reports,"Gillum 48, DeSantis 42",Gillum +6,2018-09-14,18487.0,2018.0
2315,Arkansas Governor - Hutchinson vs. Henderson,Talk Business/Hendrix College*,"Hutchinson 60, Henderson 25",Hutchinson +35,2018-09-14,18489.0,2018.0
2316,New Mexico Governor - Pearce vs. Grisham,Albuquerque Journal,"Grisham 50, Pearce 43",Grisham +7,2018-09-15,18492.0,2018.0
2317,Texas Governor - Abbott vs. Valdez,CBS 11/Dixie Strategies,"Abbott 53, Valdez 34",Abbott +19,2018-09-16,18497.0,2018.0
2318,Oregon Governor - Buehler vs. Brown,Hoffman Research (R)*,"Brown 46, Buehler 36",Brown +10,2018-09-16,18499.0,2018.0
2319,Minnesota Governor - Johnson vs. Walz,Star Tribune/Mason-Dixon,"Walz 45, Johnson 36",Walz +9,2018-09-16,18502.0,2018.0
2320,Arizona Governor - Ducey vs. Garcia,CNN,"Ducey 49, Garcia 46",Ducey +3,2018-09-17,18509.0,2018.0
2321,Tennessee Governor - Lee vs. Dean,CNN,"Lee 52, Dean 43",Lee +9,2018-09-17,18510.0,2018.0
2322,Michigan Governor - Schuette vs. Whitmer,Target-Insyght/MIRS,"Whitmer 50, Schuette 41",Whitmer +9,2018-09-18,18519.0,2018.0
2323,Texas Governor - Abbott vs. Valdez,Quinnipiac,"Abbott 58, Valdez 39",Abbott +19,2018-09-18,18520.0,2018.0
2324,Wisconsin Governor - Walker vs. Evers,Marquette*,"Evers 49, Walker 44",Evers +5,2018-09-18,18523.0,2018.0
2325,Florida Governor - DeSantis vs. Gillum,Florida Atlantic University,"Gillum 41, DeSantis 39",Gillum +2,2018-09-19,18529.0,2018.0
2326,Massachusetts Governor - Baker vs. Gonzalez,Boston Globe/Suffolk,"Baker 55, Gonzalez 28",Baker +27,2018-09-19,18530.0,2018.0
2327,Maryland Governor - Hogan vs. Jealous,Goucher College,"Hogan 54, Jealous 32",Hogan +22,2018-09-19,18531.0,2018.0
2328,Pennsylvania Governor - Wagner vs. Wolf,Rasmussen Reports,"Wolf 52, Wagner 40",Wolf +12,2018-09-20,18545.0,2018.0
2329,Michigan Governor - Schuette vs. Whitmer,Mitchell Research,"Whitmer 48, Schuette 38",Whitmer +10,2018-09-21,18549.0,2018.0
2330,Pennsylvania Governor - Wagner vs. Wolf,Morning Call*,"Wolf 55, Wagner 36",Wolf +19,2018-09-21,18551.0,2018.0
2331,Rhode Island Governor - Fung vs. Raimondo,WPRI/Roger Williams*,"Raimondo 43, Fung 36",Raimondo +7,2018-09-21,18552.0,2018.0
2332,Iowa Governor - Reynolds vs. Hubbell,Des Moines Register,"Hubbell 43, Reynolds 41",Hubbell +2,2018-09-23,18557.0,2018.0
2333,Florida Governor - DeSantis vs. Gillum,UNF,"Gillum 47, DeSantis 43",Gillum +4,2018-09-24,18560.0,2018.0
2334,Arizona Governor - Ducey vs. Garcia,Emerson*,"Ducey 42, Garcia 38",Ducey +4,2018-09-24,18561.0,2018.0
2335,Oregon Governor - Buehler vs. Brown,Clout Research (R),"Brown 42, Buehler 41",Brown +1,2018-09-25,18571.0,2018.0
2336,Arizona Governor - Ducey vs. Garcia,NBC News/Marist,"Ducey 51, Garcia 43",Ducey +8,2018-09-25,18572.0,2018.0
2337,Florida Governor - DeSantis vs. Gillum,NBC News/Marist,"Gillum 48, DeSantis 43",Gillum +5,2018-09-25,18575.0,2018.0
2338,Ohio Governor - DeWine vs. Cordray,NBC News/Marist,"Cordray 47, DeWine 47",Tie,2018-09-26,18579.0,2018.0
2339,Florida Governor - DeSantis vs. Gillum,Quinnipiac,"Gillum 54, DeSantis 45",Gillum +9,2018-09-26,18580.0,2018.0
2340,Pennsylvania Governor - Wagner vs. Wolf,Franklin & Marshall*,"Wolf 52, Wagner 30",Wolf +22,2018-09-27,18600.0,2018.0
2341,Michigan Governor - Schuette vs. Whitmer,EPIC-MRA*,"Whitmer 45, Schuette 37",Whitmer +8,2018-09-27,18601.0,2018.0
2342,California Governor - Cox vs. Newsom,PPIC,"Newsom 51, Cox 39",Newsom +12,2018-09-27,18608.0,2018.0
2343,Maryland Governor - Hogan vs. Jealous,Mason-Dixon*,"Hogan 52, Jealous 37",Hogan +15,2018-09-28,18611.0,2018.0
2344,Alaska Governor - Dunleavy vs. Begich vs. Walker,Alaska Survey Research,"Dunleavy 44, Walker 23, Begich 29",Dunleavy +15,2018-09-28,18612.0,2018.0
2345,Kansas Governor - Kobach vs. Kelly vs. Orman,Emerson*,"Kobach 37, Kelly 36, Orman 9",Kobach +1,2018-10-01,18619.0,2018.0
2346,Nevada Governor - Laxalt vs. Sisolak vs. Lord,CNN,"Sisolak 45, Laxalt 41, Lord 5",Sisolak +4,2018-10-01,18620.0,2018.0
2347,Georgia Governor - Kemp vs. Abrams,Landmark Communications,"Kemp 48, Abrams 46",Kemp +2,2018-10-02,18633.0,2018.0
2348,Illinois Governor - Rauner vs. Pritzker,The Simon Poll/SIU*,"Pritzker 49, Rauner 27",Pritzker +22,2018-10-02,18634.0,2018.0
2349,Florida Governor - DeSantis vs. Gillum,WCTV-TV,"Gillum 44, DeSantis 43",Gillum +1,2018-10-02,18635.0,2018.0
2350,Colorado Governor - Stapleton vs. Polis,Keating (D)/Magellan (R)*,"Polis 47, Stapleton 40",Polis +7,2018-10-02,18641.0,2018.0
2351,Arizona Governor - Ducey vs. Garcia,Suffolk*,"Ducey 50, Garcia 38",Ducey +12,2018-10-03,18647.0,2018.0
2352,Florida Governor - DeSantis vs. Gillum,Mason-Dixon*,"Gillum 45, DeSantis 44",Gillum +1,2018-10-03,18648.0,2018.0
2353,New York Governor - Molinaro vs. Cuomo,Siena,"Cuomo 56, Molinaro 38",Cuomo +18,2018-10-03,18649.0,2018.0
2354,Tennessee Governor - Lee vs. Dean,FOX News,"Lee 53, Dean 36",Lee +17,2018-10-04,18663.0,2018.0
2355,Arizona Governor - Ducey vs. Garcia,FOX News,"Ducey 55, Garcia 37",Ducey +18,2018-10-04,18671.0,2018.0
2356,South Carolina Governor - McMaster vs. Smith,Trafalgar Group (R),"McMaster 51, Smith 37",McMaster +14,2018-10-04,18673.0,2018.0
2357,Michigan Governor - Schuette vs. Whitmer,Detroit News/WDIV-TV,"Whitmer 47, Schuette 35",Whitmer +12,2018-10-04,18677.0,2018.0
2358,Oklahoma Governor - Stitt vs. Edmondson,Cole Hargrave Snodgrass & Associates*,"Stitt 46, Edmondson 40",Stitt +6,2018-10-06,18692.0,2018.0
2359,Texas Governor - Abbott vs. Valdez,Emerson*,"Abbott 53, Valdez 33",Abbott +20,2018-10-08,18699.0,2018.0
2360,Maryland Governor - Hogan vs. Jealous,Washington Post,"Hogan 58, Jealous 38",Hogan +20,2018-10-09,18707.0,2018.0
2361,Nevada Governor - Laxalt vs. Sisolak vs. Lord,NBC News/Marist,"Laxalt 44, Sisolak 40, Lord 8",Laxalt +4,2018-10-09,18708.0,2018.0
2362,Alaska Governor - Dunleavy vs. Begich,Alaska Survey Research,"Dunleavy 55, Begich 41",Dunleavy +14,2018-10-09,18709.0,2018.0
2363,Oregon Governor - Buehler vs. Brown,The Oregonian*,"Brown 49, Buehler 45",Brown +4,2018-10-09,18710.0,2018.0
2364,Nevada Governor - Laxalt vs. Sisolak,NBC News/Marist,"Laxalt 46, Sisolak 45",Laxalt +1,2018-10-09,18711.0,2018.0
2365,Alaska Governor - Dunleavy vs. Begich vs. Walker,Alaska Survey Research,"Dunleavy 47, Walker 27, Begich 23",Dunleavy +20,2018-10-09,18715.0,2018.0
2366,Nevada Governor - Laxalt vs. Sisolak vs. Lord,NBC News/Marist,"Sisolak 40, Laxalt 44, Lord 8",Laxalt +4,2018-10-09,18721.0,2018.0
2367,Ohio Governor - DeWine vs. Cordray,Suffolk*,"Cordray 46, DeWine 40",Cordray +6,2018-10-10,18723.0,2018.0
2368,Georgia Governor - Kemp vs. Abrams,WXIA-TV/SurveyUSA,"Kemp 47, Abrams 45",Kemp +2,2018-10-10,18724.0,2018.0
2369,Wisconsin Governor - Walker vs. Evers,Marquette*,"Evers 46, Walker 47",Walker +1,2018-10-10,18725.0,2018.0
2370,Minnesota Governor - Johnson vs. Walz,NBC News/Marist,"Walz 55, Johnson 38",Walz +17,2018-10-10,18731.0,2018.0
2371,Rhode Island Governor - Fung vs. Raimondo,UNH*,"Raimondo 48, Fung 34",Raimondo +14,2018-10-10,18734.0,2018.0
2372,Arizona Governor - Ducey vs. Garcia,OH Predictive Insights,"Ducey 54, Garcia 37",Ducey +17,2018-10-10,18735.0,2018.0
2373,Connecticut Governor - Stefanowski vs. Lamont,Quinnipiac,"Lamont 47, Stefanowski 39",Lamont +8,2018-10-10,18736.0,2018.0
2374,Maryland Governor - Hogan vs. Jealous,Gonzales Research*,"Hogan 54, Jealous 36",Hogan +18,2018-10-10,18737.0,2018.0
2375,Nevada Governor - Laxalt vs. Sisolak,NY Times/Siena,"Laxalt 46, Sisolak 45",Laxalt +1,2018-10-11,18754.0,2018.0
2376,Michigan Governor - Schuette vs. Whitmer,Mitchell Research,"Whitmer 46, Schuette 38",Whitmer +8,2018-10-11,18756.0,2018.0
2377,California Governor - Cox vs. Newsom,KFI-NBC 4,"Newsom 54, Cox 42",Newsom +12,2018-10-11,18757.0,2018.0
2378,Texas Governor - Abbott vs. Valdez,Quinnipiac,"Abbott 58, Valdez 38",Abbott +20,2018-10-11,18758.0,2018.0
2379,Massachusetts Governor - Baker vs. Gonzalez,UMass Lowell,"Baker 66, Gonzalez 27",Baker +39,2018-10-11,18759.0,2018.0
2380,Wisconsin Governor - Walker vs. Evers,NBC News/Marist,"Evers 53, Walker 43",Evers +10,2018-10-11,18761.0,2018.0
2381,Tennessee Governor - Lee vs. Dean,NY Times/Siena,"Lee 59, Dean 33",Lee +26,2018-10-12,18765.0,2018.0
2382,Texas Governor - Abbott vs. Valdez,NY Times/Siena,"Abbott 57, Valdez 35",Abbott +22,2018-10-12,18766.0,2018.0
2383,Georgia Governor - Kemp vs. Abrams,Atlanta Journal-Constitution*,"Kemp 48, Abrams 46",Kemp +2,2018-10-12,18767.0,2018.0
2384,Nevada Governor - Laxalt vs. Sisolak,Emerson*,"Laxalt 46, Sisolak 41",Laxalt +5,2018-10-15,18773.0,2018.0
2385,New Hampshire Governor - Sununu vs. Kelly,Emerson*,"Sununu 51, Kelly 35",Sununu +16,2018-10-15,18774.0,2018.0
2386,California Governor - Cox vs. Newsom,LA Times/USC,"Newsom 54, Cox 31",Newsom +23,2018-10-16,18785.0,2018.0
2387,Texas Governor - Abbott vs. Valdez,CNN,"Abbott 57, Valdez 39",Abbott +18,2018-10-16,18789.0,2018.0
2388,California Governor - Cox vs. Newsom,KABC/SurveyUSA,"Newsom 52, Cox 35",Newsom +17,2018-10-16,18790.0,2018.0
2389,Oregon Governor - Buehler vs. Brown,OPB/DHM Research*,"Brown 40, Buehler 35",Brown +5,2018-10-16,18791.0,2018.0
2390,South Carolina Governor - McMaster vs. Smith,Trafalgar Group (R),"McMaster 56, Smith 32",McMaster +24,2018-10-16,18799.0,2018.0
2391,Florida Governor - DeSantis vs. Gillum,St. Pete Polls*,"Gillum 47, DeSantis 46",Gillum +1,2018-10-17,18804.0,2018.0
2392,Alaska Governor - Dunleavy vs. Begich,Alaska Survey Research,"Dunleavy 52, Begich 45",Dunleavy +7,2018-10-17,18805.0,2018.0
2393,Colorado Governor - Stapleton vs. Polis,Magellan (R)*,"Polis 47, Stapleton 40",Polis +7,2018-10-17,18806.0,2018.0
2394,California Governor - Cox vs. Newsom,KFI-NBC 4,"Newsom 51, Cox 43",Newsom +8,2018-10-17,18807.0,2018.0
2395,New York Governor - Molinaro vs. Cuomo,Quinnipiac,"Cuomo 58, Molinaro 35",Cuomo +23,2018-10-18,18824.0,2018.0
2396,Tennessee Governor - Lee vs. Dean,Vanderbilt University,"Lee 48, Dean 37",Lee +11,2018-10-18,18828.0,2018.0
2397,Maine Governor - Moody vs. Mills,Pan Atlantic*,"Mills 44, Moody 36",Mills +8,2018-10-19,18831.0,2018.0
2398,New Hampshire Governor - Sununu vs. Kelly,UNH*,"Sununu 50, Kelly 39",Sununu +11,2018-10-19,18832.0,2018.0
