,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
791,New Hampshire Governor - Sununu vs. Van Ostern,UNH,"Sununu 41, Ostern 31",10,2011-02-13,2011,0.0
792,New Hampshire Governor - Sununu vs. Connolly,UNH,"Sununu 41, Connolly 29",12,2011-02-13,2011,0.0
793,Texas Governor - Republican Primary,UT/Texas Tribune,"Abbott 95, Krueger 5",90,2011-02-19,2011,13.0
794,Texas Governor - Democratic Primary,UT/Texas Tribune,"Valdez 43, White 24, Yarbrough 7, Wakely 7, Ocegueda 5, Payne 5, Davis 4, Mumbach 3, Clark 1",19,2011-02-19,2011,13.0
795,Missouri Governor - Kinder vs. Nixon,PPP (D),"Nixon 45, Kinder 38",7,2011-03-11,2011,9.0
796,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 50, Perdue 36",14,2011-03-22,2011,9.0
797,Kentucky Governor - Williams vs. Beshear,SurveyUSA,"Beshear 51, Williams 39",12,2011-04-14,2011,12.0
798,Kentucky Governor - Republican Primary,SurveyUSA,"Williams 49, Moffett 14, Holsclaw 12",35,2011-04-14,2011,12.0
799,North Carolina Governor - McCrory vs. Perdue,SurveyUSA,"McCrory 51, Perdue 39",12,2011-04-15,2011,12.0
800,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 49, Perdue 38",11,2011-04-20,2011,9.0
801,West Virginia Governor - Maloney vs. Tomblin,PPP (D),"Tomblin 56, Maloney 23",33,2011-04-27,2011,9.0
802,West Virginia Governor - Ireland vs. Tomblin,PPP (D),"Tomblin 51, Ireland 29",22,2011-04-27,2011,9.0
803,Kentucky Governor - Republican Primary,SurveyUSA,"Williams 47, Moffett 21, Holsclaw 12",26,2011-05-12,2011,12.0
804,West Virginia Governor - Maloney vs. Tomblin,PPP (D),"Tomblin 45, Maloney 30",15,2011-05-17,2011,9.0
805,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 46, Perdue 39",7,2011-05-20,2011,9.0
806,Kentucky Governor - Williams vs. Beshear,CN|2/Braun Research,"Beshear 51, Williams 30",21,2011-06-10,2011,10.0
807,Washington Governor - McKenna vs. Inslee,SurveyUSA,"Inslee 47, McKenna 44",3,2011-06-27,2011,12.0
808,Utah Governor - Herbert vs. Matheson,Deseret News/KSL,"Herbert 48, Matheson 45",3,2011-06-30,2011,0.0
809,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 47, Perdue 39",8,2011-07-15,2011,9.0
810,North Carolina Governor - McCrory vs. Perdue,Civitas (R),"McCrory 55, Perdue 35",20,2011-07-19,2011,0.0
811,Utah Governor - Herbert vs. Matheson,PPP (D),"Herbert 45, Matheson 43",2,2011-07-22,2011,9.0
812,Kentucky Governor - Williams vs. Beshear,SurveyUSA,"Beshear 52, Williams 28",24,2011-07-31,2011,12.0
813,Kentucky Governor - Williams vs. Beshear vs. Galbraith,PPP (D),"Beshear 55, Williams 28, Galbraith 10",27,2011-08-30,2011,9.0
814,West Virginia Governor - Maloney vs. Tomblin,PPP (D),"Tomblin 46, Maloney 40",6,2011-09-07,2011,9.0
815,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 45, Perdue 41",4,2011-09-08,2011,9.0
816,North Carolina Governor - McCrory vs. Perdue,Magellan Strategies (R),"McCrory 44, Perdue 43",1,2011-09-12,2011,7.0
817,Missouri Governor - Kinder vs. Nixon,PPP (D),"Nixon 50, Kinder 31",19,2011-09-14,2011,9.0
818,Washington Governor - McKenna vs. Inslee,SurveyUSA,"McKenna 44, Inslee 38",6,2011-09-26,2011,12.0
819,Kentucky Governor - Williams vs. Beshear vs. Galbraith,SurveyUSA,"Beshear 57, Williams 26, Galbraith 8",31,2011-10-03,2011,12.0
820,West Virginia Governor - Maloney vs. Tomblin,PPP (D),"Tomblin 47, Maloney 46",1,2011-10-03,2011,9.0
821,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 47, Perdue 42",5,2011-10-05,2011,9.0
822,Washington Governor - McKenna vs. Inslee,The Washington Poll,"McKenna 44, Inslee 38",6,2011-10-31,2011,0.0
823,Kentucky Governor - Williams vs. Beshear vs. Galbraith,SurveyUSA,"Beshear 54, Williams 29, Galbraith 9",25,2011-11-03,2011,12.0
824,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 48, Perdue 39",9,2011-11-04,2011,9.0
825,Mississippi Governor - Bryant vs. DuPree,PPP (D),"Bryant 54, DuPree 40",14,2011-11-07,2011,9.0
826,Washington Governor - McKenna vs. Inslee,SurveyUSA,"McKenna 44, Inslee 38",6,2011-11-23,2011,12.0
827,Montana Governor - Hill vs. Bullock,PPP (D),"Hill 39, Bullock 38",1,2011-12-06,2011,9.0
828,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 50, Perdue 40",10,2011-12-09,2011,9.0
829,Washington Governor - McKenna vs. Inslee,SurveyUSA,"McKenna 46, Inslee 43",3,2012-01-17,2012,12.0
830,North Carolina Governor - McCrory vs. Perdue,PPP (D),"McCrory 52, Perdue 41",11,2012-01-17,2012,9.0
831,Wisconsin Governor Recall Election - Walker vs. Barrett,Marquette University,"Walker 50, Barrett 44",6,2012-01-25,2012,12.0
832,Wisconsin Governor Recall Election - Walker vs. Falk,Marquette University,"Walker 49, Falk 42",7,2012-01-25,2012,12.0
833,Washington Governor - McKenna vs. Inslee,Elway Poll,"McKenna 45, Inslee 36",9,2012-02-14,2012,0.0
834,Washington Governor - McKenna vs. Inslee,SurveyUSA,"McKenna 49, Inslee 39",10,2012-02-17,2012,12.0
835,Washington Governor - McKenna vs. Inslee,PPP (D),"McKenna 42, Inslee 42",0,2012-02-22,2012,9.0
836,Wisconsin Governor Recall Election - Walker vs. Barrett,PPP (D),"Barrett 49, Walker 46",3,2012-02-28,2012,9.0
837,Wisconsin Governor Recall Election - Walker vs. Falk,PPP (D),"Falk 48, Walker 47",1,2012-02-28,2012,9.0
838,North Carolina Governor - McCrory vs. Etheridge,PPP (D),"McCrory 46, Etheridge 36",10,2012-03-13,2012,9.0
839,Wisconsin Governor Recall Election - Walker vs. Falk,Marquette University,"Walker 49, Falk 45",4,2012-03-27,2012,12.0
840,Wisconsin Governor Recall Election - Walker vs. Barrett,Marquette University,"Walker 47, Barrett 45",2,2012-03-27,2012,12.0
841,Indiana Governor - Pence vs. Gregg,Howey/DePauw,"Pence 44, Gregg 31",13,2012-04-06,2012,8.0
842,North Carolina Governor - McCrory vs. Etheridge,Rasmussen Reports,"McCrory 46, Etheridge 35",11,2012-04-11,2012,7.0
843,Wisconsin Governor Recall Election - Walker vs. Barrett,Daily Kos/PPP (D),"Walker 50, Barrett 45",5,2012-04-16,2012,9.0
844,New Hampshire Governor - Lamontagne vs. Hassan,WMUR/UNH,"Lamontagne 29, Hassan 34",5,2012-04-24,2012,0.0
845,North Carolina Governor - Democratic Primary,PPP (D),"Dalton 26, Etheridge 25",1,2012-04-24,2012,9.0
846,North Carolina Governor - Democratic Primary,PPP (D),"Dalton 36, Etheridge 26",10,2012-04-30,2012,9.0
847,Wisconsin Governor Recall Election - Walker vs. Barrett,Marquette University,"Walker 48, Barrett 47",1,2012-05-02,2012,12.0
848,Wisconsin Governor Recall Election - Walker vs. Falk,Marquette University,"Walker 49, Falk 43",6,2012-05-02,2012,12.0
849,Wisconsin Governor Recall Election - Democratic Primary,Marquette University,"Barrett 38, Falk 20, LaFollette 8, Vinehout 7",18,2012-05-02,2012,12.0
850,Montana Governor - Hill vs. Bullock,PPP (D),"Hill 39, Bullock 39",0,2012-05-03,2012,9.0
851,North Carolina Governor - Democratic Primary,PPP (D),"Dalton 34, Etheridge 29",5,2012-05-07,2012,9.0
852,Wisconsin Governor Recall Election - Walker vs. Barrett,Rasmussen Reports,"Walker 50, Barrett 45",5,2012-05-10,2012,7.0
853,Washington Governor - McKenna vs. Inslee,SurveyUSA,"McKenna 40, Inslee 38",2,2012-05-11,2012,12.0
854,Wisconsin Governor Recall Election - Walker vs. Barrett,WeAskAmerica,"Walker 52, Barrett 43",9,2012-05-14,2012,0.0
855,North Carolina Governor - McCrory vs. Dalton,PPP (D),"McCrory 46, Dalton 40",6,2012-05-15,2012,9.0
856,Wisconsin Governor Recall Election - Walker vs. Barrett,Daily Kos/PPP (D),"Walker 49, Barrett 45",4,2012-05-15,2012,9.0
857,New Hampshire Governor - Lamontagne vs. Hassan,PPP (D),"Lamontagne 40, Hassan 39",1,2012-05-16,2012,9.0
858,Wisconsin Governor Recall Election - Walker vs. Barrett,Marquette University,"Walker 50, Barrett 44",6,2012-05-16,2012,12.0
859,North Carolina Governor - McCrory vs. Dalton,Rasmussen Reports,"McCrory 50, Dalton 41",9,2012-05-17,2012,7.0
860,Vermont Governor - Brock vs. Shumlin,Castleton State College,"Shumlin 60, Brock 27",33,2012-05-22,2012,0.0
861,North Carolina Governor - McCrory vs. Dalton,SurveyUSA,"McCrory 44, Dalton 39",5,2012-05-23,2012,12.0
862,Wisconsin Governor Recall Election - Walker vs. Barrett,WeAskAmerica,"Walker 54, Barrett 42",12,2012-05-24,2012,0.0
863,Wisconsin Governor Recall Election - Walker vs. Barrett,WPR/St. Norbert,"Walker 50, Barrett 45",5,2012-05-24,2012,11.0
864,Wisconsin Governor Recall Election - Walker vs. Barrett,Marquette University,"Walker 52, Barrett 45",7,2012-05-30,2012,12.0
865,Missouri Governor - Spence vs. Nixon,PPP (D),"Nixon 45, Spence 34",11,2012-05-31,2012,9.0
866,Washington Governor - McKenna vs. Inslee,Strategies 360 (D),"McKenna 43, Inslee 39",4,2012-05-31,2012,9.0
867,Wisconsin Governor Recall Election - Walker vs. Barrett,WeAskAmerica,"Walker 54, Barrett 42",12,2012-06-04,2012,0.0
868,Wisconsin Governor Recall Election - Walker vs. Barrett,PPP (D),"Walker 50, Barrett 47",3,2012-06-04,2012,9.0
869,North Carolina Governor - McCrory vs. Dalton,PPP (D),"McCrory 47, Dalton 40",7,2012-06-13,2012,9.0
870,Washington Governor - McKenna vs. Inslee,Elway Poll,"McKenna 42, Inslee 40",2,2012-06-18,2012,0.0
871,Washington Governor - McKenna vs. Inslee,PPP (D),"McKenna 43, Inslee 40",3,2012-06-19,2012,9.0
872,New Hampshire Governor - Lamontagne vs. Cilley,Rasmussen Reports,"Lamontagne 41, Cilley 39",2,2012-06-22,2012,7.0
873,New Hampshire Governor - Lamontagne vs. Hassan,Rasmussen Reports,"Lamontagne 42, Hassan 36",6,2012-06-22,2012,7.0
874,North Dakota Governor - Dalrymple vs. Taylor,Rasmussen Reports,"Dalrymple 61, Taylor 26",35,2012-07-15,2012,7.0
875,Washington Governor - McKenna vs. Inslee,SurveyUSA,"McKenna 42, Inslee 41",1,2012-07-20,2012,12.0
876,Washington Governor - McKenna vs. Inslee,Elway Poll,"McKenna 36, Inslee 43",7,2012-07-24,2012,0.0
877,Missouri Governor - Spence vs. Nixon,Post-Dispatch/Mason-Dixon,"Nixon 48, Spence 39",9,2012-07-28,2012,10.0
878,North Carolina Governor - McCrory vs. Dalton,Rasmussen Reports,"McCrory 46, Dalton 41",5,2012-08-04,2012,7.0
879,Washington Governor - McKenna vs. Inslee,SurveyUSA,"Inslee 48, McKenna 45",3,2012-08-04,2012,12.0
880,North Carolina Governor - McCrory vs. Dalton,PPP (D)*,"McCrory 45, Dalton 38",7,2012-08-08,2012,0.0
881,Missouri Governor - Spence vs. Nixon,SurveyUSA*,"Nixon 51, Spence 37",14,2012-08-13,2012,12.0
882,New Hampshire Governor - Lamontagne vs. Hassan,WMUR/UNH,"Lamontagne 33, Hassan 31",2,2012-08-14,2012,0.0
883,New Hampshire Governor - Lamontagne vs. Cilley,WMUR/UNH,"Lamontagne 35, Cilley 31",4,2012-08-14,2012,0.0
884,New Hampshire Governor - Lamontagne vs. Hassan,PPP (D),"Lamontagne 43, Hassan 45",2,2012-08-15,2012,9.0
885,New Hampshire Governor - Lamontagne vs. Cilley,PPP (D),"Lamontagne 42, Cilley 42",0,2012-08-15,2012,9.0
886,Vermont Governor - Brock vs. Shumlin,Castleton State College,"Shumlin 60, Brock 26",34,2012-08-22,2012,0.0
887,Missouri Governor - Spence vs. Nixon,PPP (D),"Nixon 46, Spence 37",9,2012-08-23,2012,9.0
888,North Carolina Governor - McCrory vs. Dalton,Elon Univ./Charlotte Observer,"McCrory 52, Dalton 37",15,2012-09-03,2012,11.0
889,North Carolina Governor - McCrory vs. Dalton,PPP (D)*,"McCrory 45, Dalton 39",6,2012-09-03,2012,0.0
890,North Carolina Governor - McCrory vs. Dalton,SurveyUSA/Civitas (R)*,"McCrory 55, Dalton 39",16,2012-09-07,2012,12.0
891,Washington Governor - McKenna vs. Inslee,SurveyUSA,"Inslee 49, McKenna 44",5,2012-09-11,2012,12.0
892,Montana Governor - Hill vs. Bullock,PPP (D)*,"Bullock 44, Hill 39",5,2012-09-13,2012,0.0
893,Washington Governor - McKenna vs. Inslee,Elway Poll,"Inslee 44, McKenna 41",3,2012-09-14,2012,0.0
894,North Carolina Governor - McCrory vs. Dalton,Rasmussen Reports,"McCrory 51, Dalton 38",13,2012-09-17,2012,7.0
895,New Hampshire Governor - Lamontagne vs. Hassan,ARG*,"Lamontagne 47, Hassan 45",2,2012-09-18,2012,9.0
896,Montana Governor - Hill vs. Bullock,Mason-Dixon*,"Bullock 44, Hill 43",1,2012-09-21,2012,10.0
897,New Hampshire Governor - Lamontagne vs. Hassan,Rasmussen Reports,"Lamontagne 48, Hassan 44",4,2012-09-22,2012,7.0
898,Indiana Governor - Pence vs. Gregg,Howey/DePauw,"Pence 47, Gregg 34",13,2012-09-27,2012,8.0
899,North Carolina Governor - McCrory vs. Dalton,NBC/WSJ/Marist,"McCrory 52, Dalton 39",13,2012-09-27,2012,12.0
900,New Hampshire Governor - Lamontagne vs. Hassan,NBC/WSJ/Marist,"Hassan 47, Lamontagne 45",2,2012-09-27,2012,12.0
901,New Hampshire Governor - Lamontagne vs. Hassan,NBC/WSJ/Marist,"Lamontagne 45, Hassan 47",2,2012-09-27,2012,12.0
902,North Carolina Governor - McCrory vs. Dalton,Civitas (R)*,"McCrory 49, Dalton 38",11,2012-09-28,2012,0.0
903,Washington Governor - McKenna vs. Inslee,Rasmussen Reports,"Inslee 46, McKenna 45",1,2012-09-28,2012,7.0
904,North Carolina Governor - McCrory vs. Dalton,PPP (D)*,"McCrory 47, Dalton 37",10,2012-10-01,2012,0.0
905,New Hampshire Governor - Lamontagne vs. Hassan,WMUR/UNH,"Hassan 42, Lamontagne 40",2,2012-10-02,2012,0.0
906,New Hampshire Governor - Lamontagne vs. Hassan,WMUR/UNH,"Lamontagne 40, Hassan 42",2,2012-10-02,2012,0.0
907,Washington Governor - McKenna vs. Inslee,SurveyUSA,"Inslee 48, McKenna 42",6,2012-10-03,2012,12.0
908,North Carolina Governor - McCrory vs. Dalton,Rasmussen Reports,"McCrory 54, Dalton 38",16,2012-10-04,2012,7.0
909,Missouri Governor - Spence vs. Nixon,PPP (D),"Nixon 54, Spence 35",19,2012-10-04,2012,9.0
910,North Carolina Governor - McCrory vs. Dalton,Gravis Marketing,"McCrory 50, Dalton 33",17,2012-10-09,2012,7.0
911,New Hampshire Governor - Lamontagne vs. Hassan,WMUR/UNH,"Hassan 35, Lamontagne 39",4,2012-10-11,2012,0.0
912,Montana Governor - Hill vs. Bullock,PPP (D)*,"Hill 43, Bullock 42",1,2012-10-11,2012,0.0
913,New Hampshire Governor - Lamontagne vs. Hassan,ARG,"Hassan 40, Lamontagne 46",6,2012-10-12,2012,9.0
914,New Hampshire Governor - Lamontagne vs. Hassan,Rasmussen Reports,"Hassan 48, Lamontagne 46",2,2012-10-14,2012,7.0
915,Washington Governor - McKenna vs. Inslee,Rasmussen Reports,"Inslee 47, McKenna 45",2,2012-10-16,2012,7.0
916,New Hampshire Governor - Lamontagne vs. Hassan,Suffolk/7News*,"Hassan 41, Lamontagne 38",3,2012-10-16,2012,10.0
917,North Carolina Governor - McCrory vs. Dalton,Rasmussen Reports,"McCrory 52, Dalton 38",14,2012-10-16,2012,7.0
918,North Carolina Governor - McCrory vs. Dalton,PPP (D)*,"McCrory 47, Dalton 37",10,2012-10-16,2012,0.0
919,Washington Governor - McKenna vs. Inslee,SurveyUSA,"Inslee 47, McKenna 44",3,2012-10-16,2012,12.0
920,Washington Governor - McKenna vs. Inslee,The Washington Poll,"Inslee 47, McKenna 46",1,2012-10-18,2012,0.0
921,New Hampshire Governor - Lamontagne vs. Hassan,Rasmussen Reports,"Hassan 46, Lamontagne 48",2,2012-10-18,2012,7.0
922,New Hampshire Governor - Lamontagne vs. Hassan,PPP (D),"Hassan 45, Lamontagne 43",2,2012-10-19,2012,9.0
923,North Carolina Governor - McCrory vs. Dalton,Rasmussen Reports,"McCrory 53, Dalton 42",11,2012-10-20,2012,7.0
924,Missouri Governor - Spence vs. Nixon,PPP (D),"Nixon 51, Spence 40",11,2012-10-21,2012,9.0
925,Washington Governor - McKenna vs. Inslee,Strategies 360 (D),"Inslee 46, McKenna 46",0,2012-10-22,2012,9.0
926,New Hampshire Governor - Lamontagne vs. Hassan,UNH,"Hassan 43, Lamontagne 35",8,2012-10-23,2012,0.0
927,North Dakota Governor - Dalrymple vs. Taylor,Rasmussen Reports,"Dalrymple 53, Taylor 39",14,2012-10-24,2012,7.0
928,North Dakota Governor - Dalrymple vs. Taylor,Forum/Essman,"Dalrymple 59, Taylor 28",31,2012-10-25,2012,0.0
929,Washington Governor - McKenna vs. Inslee,Elway Poll,"Inslee 45, McKenna 47",2,2012-10-25,2012,0.0
930,New Hampshire Governor - Lamontagne vs. Hassan,New England College,"Hassan 45, Lamontagne 45",0,2012-10-26,2012,9.0
931,Missouri Governor - Spence vs. Nixon,Post-Dispatch/Mason-Dixon,"Nixon 48, Spence 42",6,2012-10-27,2012,10.0
932,New Hampshire Governor - Lamontagne vs. Hassan,Rasmussen Reports,"Hassan 46, Lamontagne 48",2,2012-10-28,2012,7.0
933,New Hampshire Governor - Lamontagne vs. Hassan,PPP (D),"Hassan 48, Lamontagne 44",4,2012-10-28,2012,9.0
934,North Carolina Governor - McCrory vs. Dalton,Rasmussen Reports,"McCrory 54, Dalton 35",19,2012-10-29,2012,7.0
935,North Carolina Governor - McCrory vs. Dalton,Elon University,"McCrory 52, Dalton 38",14,2012-10-29,2012,11.0
936,North Carolina Governor - McCrory vs. Dalton,SurveyUSA*,"McCrory 53, Dalton 36",17,2012-10-30,2012,12.0
937,North Carolina Governor - McCrory vs. Dalton,PPP (D)*,"McCrory 50, Dalton 39",11,2012-10-31,2012,0.0
938,Washington Governor - McKenna vs. Inslee,The Washington Poll,"Inslee 49, McKenna 46",3,2012-11-01,2012,0.0
939,New Hampshire Governor - Lamontagne vs. Hassan,NBC/WSJ/Marist,"Hassan 49, Lamontagne 44",5,2012-11-01,2012,12.0
940,Washington Governor - McKenna vs. Inslee,SurveyUSA,"Inslee 47, McKenna 46",1,2012-11-01,2012,12.0
941,Indiana Governor - Pence vs. Gregg,Howey/DePauw*,"Pence 47, Gregg 40",7,2012-11-02,2012,8.0
942,Montana Governor - Hill vs. Bullock,Mason-Dixon,"Hill 49, Bullock 46",3,2012-11-02,2012,10.0
943,New Hampshire Governor - Lamontagne vs. Hassan,WMUR/UNH,"Hassan 47, Lamontagne 42",5,2012-11-03,2012,0.0
944,Washington Governor - McKenna vs. Inslee,PPP (D),"Inslee 50, McKenna 48",2,2012-11-03,2012,9.0
945,Missouri Governor - Spence vs. Nixon,SurveyUSA*,"Nixon 48, Spence 39",9,2012-11-04,2012,12.0
946,New Hampshire Governor - Lamontagne vs. Hassan,PPP (D),"Hassan 51, Lamontagne 47",4,2012-11-04,2012,9.0
947,Montana Governor - Hill vs. Bullock,PPP (D),"Hill 48, Bullock 48",0,2012-11-04,2012,9.0
948,North Carolina Governor - McCrory vs. Dalton,PPP (D)*,"McCrory 50, Dalton 43",7,2012-11-04,2012,0.0
949,Missouri Governor - Spence vs. Nixon,PPP (D),"Nixon 53, Spence 45",8,2012-11-04,2012,9.0
950,New Hampshire Governor - Lamontagne vs. Hassan,New England College,"Hassan 47, Lamontagne 45",2,2012-11-05,2012,9.0
951,New Hampshire Governor - Lamontagne vs. Hassan,Rasmussen Reports,"Hassan 50, Lamontagne 45",5,2012-11-05,2012,7.0
952,New Hampshire Governor - Lamontagne vs. Hassan,WMUR/UNH,"Hassan 54, Lamontagne 43",11,2012-11-05,2012,0.0
953,Virginia Governor - Cuccinelli vs. McAuliffe,PPP (D),"Cuccinelli 41, McAuliffe 46",5,2013-01-08,2013,9.0
954,New Jersey Governor - Christie vs. Buono,Fairleigh Dickinson,"Christie 64, Buono 21",43,2013-01-08,2013,12.0
955,Virginia Governor - Cuccinelli vs. McAuliffe,Quinnipiac,"Cuccinelli 39, McAuliffe 40",1,2013-01-09,2013,11.0
956,New Jersey Governor - Christie vs. Buono,Quinnipiac,"Christie 63, Buono 22",41,2013-01-23,2013,11.0
957,Virginia Governor - Cuccinelli vs. McAuliffe,CNU,"Cuccinelli 30, McAuliffe 31",1,2013-01-24,2013,0.0
958,Virginia Governor - Cuccinelli vs. McAuliffe,Roanoke College,"Cuccinelli 33, McAuliffe 26",7,2013-01-24,2013,6.0
959,New Jersey Governor - Christie vs. Buono,Monmouth University,"Christie 62, Buono 20",42,2013-02-12,2013,13.0
960,New Jersey Governor - Christie vs. Buono,Rutgers-Eagleton,"Christie 63, Buono 21",42,2013-02-12,2013,0.0
961,New Jersey Governor - Christie vs. Buono,Quinnipiac,"Christie 62, Buono 25",37,2013-02-20,2013,11.0
962,Virginia Governor - Cuccinelli vs. McAuliffe,Quinnipiac,"Cuccinelli 38, McAuliffe 38",0,2013-02-20,2013,11.0
963,New Jersey Governor - Christie vs. Buono,Fairleigh Dickinson,"Christie 58, Buono 22",36,2013-03-12,2013,12.0
964,New Jersey Governor - Christie vs. Buono,Quinnipiac,"Christie 60, Buono 25",35,2013-03-26,2013,11.0
965,Virginia Governor - Cuccinelli vs. McAuliffe,Quinnipiac,"Cuccinelli 40, McAuliffe 38",2,2013-03-27,2013,11.0
966,Virginia Governor - Cuccinelli vs. McAuliffe,Univ. of Mary Washington,"Cuccinelli 37, McAuliffe 38",1,2013-04-01,2013,0.0
967,New Jersey Governor - Christie vs. Buono,Rutgers-Eagleton,"Christie 57, Buono 27",30,2013-04-12,2013,0.0
968,Virginia Governor - Cuccinelli vs. McAuliffe,Roanoke College,"Cuccinelli 35, McAuliffe 27",8,2013-04-17,2013,6.0
969,New Jersey Governor - Christie vs. Buono,Quinnipiac,"Christie 58, Buono 26",32,2013-04-24,2013,11.0
970,Virginia Governor - Cuccinelli vs. McAuliffe,Washington Post,"Cuccinelli 51, McAuliffe 41",10,2013-05-05,2013,13.0
971,New Jersey Governor - Christie vs. Buono,NBC News/Marist,"Christie 62, Buono 28",34,2013-05-08,2013,12.0
972,Virginia Governor - Cuccinelli vs. McAuliffe,NBC News/Marist,"Cuccinelli 45, McAuliffe 42",3,2013-05-08,2013,12.0
973,Virginia Governor - Cuccinelli vs. McAuliffe,Quinnipiac,"Cuccinelli 38, McAuliffe 43",5,2013-05-16,2013,11.0
974,Michigan Governor - Snyder vs. Schauer,EPIC-MRA,"Schauer 39, Snyder 39",0,2013-05-22,2013,10.0
975,Virginia Governor - Cuccinelli vs. McAuliffe,PPP (D),"McAuliffe 42, Cuccinelli 37",5,2013-05-29,2013,9.0
976,Michigan Governor - Snyder vs. Schauer,PPP (D),"Schauer 42, Snyder 38",4,2013-06-04,2013,9.0
977,Pennsylvania Governor - Corbett vs. Schwartz,Quinnipiac,"Schwartz 45, Corbett 35",10,2013-06-07,2013,11.0
978,Iowa Governor - Branstad vs. Hatch,Des Moines Register,"Branstad 55, Hatch 27",28,2013-06-09,2013,0.0
979,New Jersey Governor - Christie vs. Buono,Quinnipiac,"Christie 59, Buono 29",30,2013-06-10,2013,11.0
980,Virginia Governor - Cuccinelli vs. McAuliffe,Rasmussen Reports,"McAuliffe 44, Cuccinelli 41",3,2013-06-10,2013,7.0
981,Colorado Governor - Tancredo vs. Hickenlooper,Quinnipiac,"Hickenlooper 42, Tancredo 41",1,2013-06-13,2013,11.0
982,New Jersey Governor - Christie vs. Buono,Monmouth University,"Christie 61, Buono 31",30,2013-06-13,2013,13.0
983,New Jersey Governor - Christie vs. Buono,Rasmussen Reports,"Christie 58, Buono 28",30,2013-06-14,2013,7.0
984,New Jersey Governor - Christie vs. Buono,Rutgers-Eagleton,"Christie 59, Buono 27",32,2013-06-14,2013,0.0
985,New Jersey Governor - Christie vs. Buono,Richard Stockton College,"Christie 64, Buono 24",40,2013-06-15,2013,0.0
