Date,State,Race,Poll,Result,Spread,Year,Lead,Party,Party Class
2012-06-14,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 52, Baldwin 36",Thompson +16,2012,Thompson,,
2012-06-20,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 49, Baldwin 41",Thompson +8,2012,Thompson,,
2012-07-11,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Baldwin 41, Thompson 45",Thompson +4,2012,Thompson,,
2012-08-08,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 48, Baldwin 43",Thompson +5,2012,Thompson,,
2012-08-17,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 54, Baldwin 43",Thompson +11,2012,Thompson,,
2012-08-22,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,PPP (D),"Thompson 49, Baldwin 44",Thompson +5,2012,Thompson,,
2012-08-22,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 50, Baldwin 41",Thompson +9,2012,Thompson,,
2012-08-23,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,CBS/NYT/Quinnipiac,"Thompson 50, Baldwin 44",Thompson +6,2012,Thompson,,
2012-10-17,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Baldwin 45, Thompson 46",Thompson +1,2012,Thompson,,
2012-10-22,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Baldwin 46, Thompson 48",Thompson +2,2012,Thompson,,
2012-10-28,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Baldwin 47, Thompson 48",Thompson +1,2012,Thompson,,
2012-11-01,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,WPR/St. Norbert*,"Baldwin 43, Thompson 46",Thompson +3,2012,Thompson,,
2016-10-31,South Dakota,South Dakota Senate - Thune vs. Williams,Nielson Brothers,"Thune 54, Williams 35",Thune +19,2016,Thune,R,0.0
2016-10-31,South Dakota,South Dakota Senate - Thune vs. Williams,Nielson Brothers,"Thune 54, Williams 35",Thune +19,2016,Thune,R,0.0
2010-05-13,Kansas,Kansas Senate - Tiahrt vs. Haley,Rasmussen Reports,"Tiahrt 58, Haley 27",Tiahrt +31,2010,Tiahrt,,
2010-07-07,Kansas,Kansas Senate - Tiahrt vs. Johnston,Rasmussen Reports,"Tiahrt 52, Johnston 32",Tiahrt +20,2010,Tiahrt,,
2017-10-17,Alabama,Alabama Senate Special Election - Moore vs. Jones,FOX News,"Moore 42, Jones 42",Tie,2017,Tie,,
2017-11-10,Alabama,Alabama Senate Special Election - Moore vs. Jones,Opinion Savvy,"Moore 46, Jones 46",Tie,2017,Tie,,
2017-12-11,Alabama,Alabama Senate Special Election - Moore vs. Jones,Monmouth,"Moore 46, Jones 46",Tie,2017,Tie,,
2014-03-24,Alaska,Alaska Senate - Sullivan vs. Begich,Rasmussen Reports,"Begich 44, Sullivan 44",Tie,2014,Tie,,
2012-08-01,Arizona,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 38, Carmona 38",Tie,2012,Tie,,
2015-05-05,Arizona,Arizona Senate - Schweikert vs. Carmona,PPP (D),"Schweikert 39, Carmona 39",Tie,2015,Tie,,
2016-04-15,Arizona,Arizona Senate - McCain vs. Kirkpatrick,Behavior Research Center,"McCain 42, Kirkpatrick 42",Tie,2016,Tie,,
2010-08-01,Colorado,Colorado Senate - Buck vs. Romanoff,Denver Post/SurveyUSA,"Buck 44, Romanoff 44",Tie,2010,Tie,,
2010-08-01,Colorado,Colorado Senate - Buck vs. Bennet,Denver Post/SurveyUSA,"Buck 43, Bennet 43",Tie,2010,Tie,,
2012-10-21,Connecticut,Connecticut Senate - McMahon vs. Murphy,Mason-Dixon,"Murphy 44, McMahon 44",Tie,2012,Tie,,
2010-06-09,Florida,Florida Senate - Rubio vs. Meek vs. Crist,Rasmussen Reports,"Crist 37, Rubio 37, Meek 15",Tie,2010,Tie,,
2010-08-04,Florida,Florida Senate - Rubio vs. Greene vs. Crist,AIF/McLaughlin (R),"Crist 37, Rubio 37, Greene 16",Tie,2010,Tie,,
2012-02-14,Florida,Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Nelson 41, Mack 41",Tie,2012,Tie,,
2012-10-01,Florida,Florida Senate - Mack vs. Nelson,Gravis Marketing,"Nelson 43, Mack 43",Tie,2012,Tie,,
2012-10-08,Florida,Florida Senate - Mack vs. Nelson,WeAskAmerica,"Nelson 44, Mack 44",Tie,2012,Tie,,
2016-05-11,Florida,Florida Senate - Lopez-Cantera vs. Grayson,Quinnipiac,"Grayson 37, Lopez-Cantera 37",Tie,2016,Tie,,
2016-06-29,Florida,Florida Senate - Rubio vs. Murphy,Bay News 9/SurveyUSA,"Rubio 43, Murphy 43",Tie,2016,Tie,,
2016-10-21,Florida,Florida Senate - Rubio vs. Murphy,FOX 13/Opinion Savvy,"Rubio 46, Murphy 46",Tie,2016,Tie,,
2016-10-30,Florida,Florida Senate - Rubio vs. Murphy,Gravis,"Rubio 46, Murphy 46",Tie,2016,Tie,,
2017-10-26,Florida,Florida Senate - Scott vs. Nelson,Mason-Dixon,"Scott 44, Nelson 44",Tie,2017,Tie,,
2018-09-04,Florida,Florida Senate - Scott vs. Nelson,Gravis,"Scott 47, Nelson 47",Tie,2018,Tie,,
2018-09-05,Florida,Florida Senate - Scott vs. Nelson,Quinnipiac,"Scott 49, Nelson 49",Tie,2018,Tie,,
2018-09-24,Florida,Florida Senate - Scott vs. Nelson,UNF,"Nelson 45, Scott 45",Tie,2018,Tie,,
2018-10-28,Florida,Florida Senate - Scott vs. Nelson,CBS News/YouGov,"Nelson 46, Scott 46",Tie,2018,Tie,,
2013-08-06,Georgia,Georgia Senate - Gingrey vs. Nunn,PPP (D),"Gingrey 41, Nunn 41",Tie,2013,Tie,,
2014-05-12,Georgia,Georgia Senate - Kingston vs. Nunn,NBC News/Marist,"Nunn 43, Kingston 43",Tie,2014,Tie,,
2014-10-13,Georgia,Georgia Senate - Perdue vs. Nunn,WSB-TV/Landmark*,"Perdue 46, Nunn 46",Tie,2014,Tie,,
2014-10-25,Georgia,Georgia Senate - Perdue vs. Nunn vs. Swafford,WSB-TV/Landmark,"Perdue 47, Nunn 47, Swafford 3",Tie,2014,Tie,,
2014-10-30,Georgia,Georgia Senate - Perdue vs. Nunn vs. Swafford,WSB-TV/Landmark,"Perdue 47, Nunn 47, Swafford 3",Tie,2014,Tie,,
2010-08-11,Illinois,Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Giannoulias 40, Kirk 40",Tie,2010,Tie,,
2010-08-25,Illinois,Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Kirk 45, Giannoulias 45",Tie,2010,Tie,,
2010-09-03,Illinois,Illinois Senate - Giannoulias vs. Kirk,Chicago Tribune,"Kirk 34, Giannoulias 34",Tie,2010,Tie,,
2010-10-13,Illinois,Illinois Senate - Giannoulias vs. Kirk,The Simon Poll/SIU,"Giannoulias 37, Kirk 37",Tie,2010,Tie,,
2012-04-06,Indiana,Indiana Senate - Mourdock vs. Donnelly,Howey/DePauw,"Mourdock 35, Donnelly 35",Tie,2012,Tie,,
2016-10-31,Indiana,Indiana Senate - Young vs. Bayh,Monmouth*,"Young 45, Bayh 45",Tie,2016,Tie,,
2014-07-16,Iowa,Iowa Senate - Ernst vs. Braley,NBC News/Marist,"Ernst 43, Braley 43",Tie,2014,Tie,,
2014-08-26,Iowa,Iowa Senate - Ernst vs. Braley,PPP (D),"Braley 42, Ernst 42",Tie,2014,Tie,,
2014-08-27,Iowa,Iowa Senate - Ernst vs. Braley,USA Today/Suffolk*,"Braley 40, Ernst 40",Tie,2014,Tie,,
2014-09-17,Iowa,Iowa Senate - Ernst vs. Braley,FOX News,"Ernst 41, Braley 41",Tie,2014,Tie,,
2014-09-19,Iowa,Iowa Senate - Ernst vs. Braley,Rasmussen Reports,"Ernst 43, Braley 43",Tie,2014,Tie,,
2014-10-06,Iowa,Iowa Senate - Ernst vs. Braley,Loras College,"Ernst 42, Braley 42",Tie,2014,Tie,,
2014-10-26,Iowa,Iowa Senate - Ernst vs. Braley,CBS News/NYT/YouGov,"Ernst 44, Braley 44",Tie,2014,Tie,,
2014-10-31,Iowa,Iowa Senate - Ernst vs. Braley,Reuters/Ipsos,"Ernst 45, Braley 45",Tie,2014,Tie,,
2014-11-03,Iowa,Iowa Senate - Ernst vs. Braley,Quinnipiac,"Ernst 47, Braley 47",Tie,2014,Tie,,
2014-10-05,Kansas,Kansas Senate - Roberts vs. Orman,CBS News/NYT/YouGov*,"Roberts 40, Orman 40",Tie,2014,Tie,,
2010-07-06,Kentucky,Kentucky Senate - Paul vs. Conway,PPP (D),"Paul 43, Conway 43",Tie,2010,Tie,,
2010-09-08,Kentucky,Kentucky Senate - Paul vs. Conway,CNN/Time,"Paul 46, Conway 46",Tie,2010,Tie,,
2014-02-03,Kentucky,Kentucky Senate - McConnell vs. Grimes,Rasmussen Reports,"Grimes 42, McConnell 42",Tie,2014,Tie,,
2014-07-01,Louisiana,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 47, Landrieu 47",Tie,2014,Tie,,
2012-05-08,Massachusetts,Massachusetts Senate - Brown vs. Warren,Rasmussen Reports,"Brown 45, Warren 45",Tie,2012,Tie,,
2012-06-26,Massachusetts,Massachusetts Senate - Brown vs. Warren,PPP (D),"Warren 46, Brown 46",Tie,2012,Tie,,
2012-09-25,Massachusetts,Massachusetts Senate - Brown vs. Warren,Rasmussen Reports,"Warren 48, Brown 48",Tie,2012,Tie,,
2012-10-29,Massachusetts,Massachusetts Senate - Brown vs. Warren,Boston Globe,"Warren 47, Brown 47",Tie,2012,Tie,,
2013-08-01,Michigan,Michigan Senate - Land vs. Peters,LE&A;/Denno Research,"Peters 39, Land 39",Tie,2013,Tie,,
2012-02-01,Missouri,Missouri Senate - Steelman vs. McCaskill,PPP (D),"Steelman 43, McCaskill 43",Tie,2012,Tie,,
2012-04-19,Missouri,Missouri Senate - Brunner vs. McCaskill,Rasmussen Reports,"McCaskill 45, Brunner 45",Tie,2012,Tie,,
2012-05-29,Missouri,Missouri Senate - Steelman vs. McCaskill,PPP (D),"Steelman 44, McCaskill 44",Tie,2012,Tie,,
2016-10-19,Missouri,Missouri Senate - Blunt vs. Kander,Emerson,"Blunt 44, Kander 44",Tie,2016,Tie,,
2016-11-02,Missouri,Missouri Senate - Blunt vs. Kander,Emerson,"Blunt 45, Kander 45",Tie,2016,Tie,,
2018-04-30,Missouri,Missouri Senate - Hawley vs. McCaskill,Emerson,"McCaskill 45, Hawley 45",Tie,2018,Tie,,
2018-08-13,Missouri,Missouri Senate - Hawley vs. McCaskill,Missouri Scout*,"Hawley 47, McCaskill 47",Tie,2018,Tie,,
2018-09-04,Missouri,Missouri Senate - Hawley vs. McCaskill,NBC News/Marist,"Hawley 47, McCaskill 47",Tie,2018,Tie,,
2018-09-13,Missouri,Missouri Senate - Hawley vs. McCaskill,FOX News,"Hawley 45, McCaskill 45",Tie,2018,Tie,,
2018-09-16,Missouri,Missouri Senate - Hawley vs. McCaskill,CBS News/YouGov,"Hawley 45, McCaskill 45",Tie,2018,Tie,,
2018-10-04,Missouri,Missouri Senate - Hawley vs. McCaskill,FOX News,"Hawley 46, McCaskill 46",Tie,2018,Tie,,
2012-10-16,Montana,Montana Senate - Rehberg vs. Tester,Rasmussen Reports,"Rehberg 48, Tester 48",Tie,2012,Tie,,
2014-10-26,N.C.,N.C. Senate - Tillis vs. Hagan vs. Haugh,NBC News/Marist,"Hagan 43, Tillis 43, Haugh 7",Tie,2014,Tie,,
2014-10-27,N.C.,N.C. Senate - Tillis vs. Hagan vs. Haugh,High Point/SurveyUSA,"Hagan 44, Tillis 44, Haugh 5",Tie,2014,Tie,,
2014-11-03,N.C.,N.C. Senate - Tillis vs. Hagan vs. Haugh,Civitas (R),"Hagan 41, Tillis 41, Haugh 6",Tie,2014,Tie,,
2010-09-14,Nevada,Nevada Senate - Angle vs. Reid,Rasmussen Reports,"Reid 48, Angle 48",Tie,2010,Tie,,
2010-09-14,Nevada,Nevada Senate - Angle vs. Reid,Rasmussen Reports,"Angle 48, Reid 48",Tie,2010,Tie,,
2010-09-24,Nevada,Nevada Senate - Angle vs. Reid,LVRJ/Mason-Dixon,"Angle 43, Reid 43",Tie,2010,Tie,,
2011-10-26,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 45, Berkley 45",Tie,2011,Tie,,
2012-10-02,Nevada,Nevada Senate - Heller vs. Berkley,WeAskAmerica,"Heller 45, Berkley 45",Tie,2012,Tie,,
2012-10-24,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D)*,"Heller 44, Berkley 44",Tie,2012,Tie,,
2016-08-18,Nevada,Nevada Senate - Heck vs. Cortez Masto,Suffolk University*,"Heck 37, Cortez Masto 37",Tie,2016,Tie,,
2016-10-16,Nevada,Nevada Senate - Heck vs. Cortez Masto,CBS News/YouGov,"Cortez Masto 39, Heck 39",Tie,2016,Tie,,
2014-01-30,New Hampshire,New Hampshire Senate - Brown vs. Shaheen,Purple Strategies,"Shaheen 44, Brown 44",Tie,2014,Tie,,
2014-09-15,New Hampshire,New Hampshire Senate - Brown vs. Shaheen,CNN/Opinion Research,"Shaheen 48, Brown 48",Tie,2014,Tie,,
2014-10-02,New Hampshire,New Hampshire Senate - Brown vs. Shaheen,New England College,"Shaheen 47, Brown 47",Tie,2014,Tie,,
2014-10-30,New Hampshire,New Hampshire Senate - Brown vs. Shaheen,ARG,"Shaheen 49, Brown 49",Tie,2014,Tie,,
2015-12-07,New Hampshire,New Hampshire Senate - Ayotte vs. Hassan,PPP (D),"Ayotte 42, Hassan 42",Tie,2015,Tie,,
2016-10-14,New Hampshire,New Hampshire Senate - Ayotte vs. Hassan,WBUR/MassINC,"Ayotte 47, Hassan 47",Tie,2016,Tie,,
2016-10-19,New Hampshire,New Hampshire Senate - Ayotte vs. Hassan,Emerson,"Ayotte 45, Hassan 45",Tie,2016,Tie,,
2016-10-26,New Hampshire,New Hampshire Senate - Ayotte vs. Hassan,Monmouth*,"Ayotte 46, Hassan 46",Tie,2016,Tie,,
2010-05-12,North Carolina,North Carolina Senate - Dem Runoff (6/22),PPP (D),"Marshall 36, Cunningham 36",Tie,2010,Tie,,
2013-12-10,North Carolina,North Carolina Senate - Harris vs. Hagan,PPP (D),"Hagan 43, Harris 43",Tie,2013,Tie,,
2013-12-10,North Carolina,North Carolina Senate - Grant vs. Hagan,PPP (D),"Hagan 43, Grant 43",Tie,2013,Tie,,
2014-03-11,North Carolina,North Carolina Senate - Harris vs. Hagan,PPP (D),"Harris 43, Hagan 43",Tie,2014,Tie,,
2014-03-11,North Carolina,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 43, Hagan 43",Tie,2014,Tie,,
2014-04-29,North Carolina,North Carolina Senate - Tillis vs. Hagan,Magellan Strategies (R),"Hagan 43, Tillis 43",Tie,2014,Tie,,
2014-05-13,North Carolina,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Tillis 41, Hagan 41",Tie,2014,Tie,,
2014-05-13,North Carolina,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 41, Tillis 41",Tie,2014,Tie,,
2014-10-13,North Carolina,North Carolina Senate - Tillis vs. Hagan,High Point*,"Hagan 40, Tillis 40",Tie,2014,Tie,,
2014-10-23,North Carolina,North Carolina Senate - Tillis vs. Hagan,Civitas (R),"Hagan 44, Tillis 44",Tie,2014,Tie,,
2014-10-26,North Carolina,North Carolina Senate - Tillis vs. Hagan,NBC News/Marist*,"Hagan 43, Tillis 43",Tie,2014,Tie,,
2014-10-27,North Carolina,North Carolina Senate - Tillis vs. Hagan,High Point/SurveyUSA*,"Hagan 44, Tillis 44",Tie,2014,Tie,,
2016-09-21,North Carolina,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Ross 41, Burr 41",Tie,2016,Tie,,
2016-10-05,North Carolina,North Carolina Senate - Burr vs. Ross,Quinnipiac,"Burr 46, Ross 46",Tie,2016,Tie,,
2016-10-13,North Carolina,North Carolina Senate - Burr vs. Ross,NBC/WSJ/Marist,"Burr 46, Ross 46",Tie,2016,Tie,,
2016-10-30,North Carolina,North Carolina Senate - Burr vs. Ross,CBS News/YouGov,"Burr 44, Ross 44",Tie,2016,Tie,,
2016-10-30,North Carolina,North Carolina Senate - Burr vs. Ross,NBC/WSJ/Marist,"Burr 48, Ross 48",Tie,2016,Tie,,
2016-11-07,North Carolina,North Carolina Senate - Burr vs. Ross,Quinnipiac,"Burr 47, Ross 47",Tie,2016,Tie,,
2012-10-09,North Dakota,North Dakota Senate - Berg vs. Heitkamp,Mason-Dixon,"Berg 47, Heitkamp 47",Tie,2012,Tie,,
2010-06-07,Ohio,Ohio Senate - Portman vs. Fisher,Rasmussen Reports,"Fisher 43, Portman 43",Tie,2010,Tie,,
2012-03-27,Ohio,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 43, Mandel 43",Tie,2012,Tie,,
2012-08-15,Ohio,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 44, Mandel 44",Tie,2012,Tie,,
2012-08-26,Ohio,Ohio Senate - Mandel vs. Brown,Columbus Dispatch*,"Brown 44, Mandel 44",Tie,2012,Tie,,
2012-09-04,Ohio,Ohio Senate - Mandel vs. Brown,Gravis Marketing,"Brown 44, Mandel 44",Tie,2012,Tie,,
2012-10-07,Ohio,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 46, Mandel 46",Tie,2012,Tie,,
2012-11-03,Ohio,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 48, Mandel 48",Tie,2012,Tie,,
2016-05-02,Ohio,Ohio Senate - Portman vs. Strickland,PPP (D),"Strickland 38, Portman 38",Tie,2016,Tie,,
2016-06-22,Ohio,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 42, Strickland 42",Tie,2016,Tie,,
2016-07-13,Ohio,Ohio Senate - Portman vs. Strickland,NBC/WSJ/Marist,"Portman 44, Strickland 44",Tie,2016,Tie,,
2010-06-22,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,PPP (D),"Toomey 41, Sestak 41",Tie,2010,Tie,,
2010-07-14,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Quinnipiac,"Toomey 43, Sestak 43",Tie,2010,Tie,,
2016-09-04,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,CBS News/YouGov,"McGinty 39, Toomey 39",Tie,2016,Tie,,
2016-09-26,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Harper (R)*,"McGinty 42, Toomey 42",Tie,2016,Tie,,
2016-10-04,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Monmouth*,"McGinty 46, Toomey 46",Tie,2016,Tie,,
2016-10-09,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,CBS News/YouGov,"McGinty 42, Toomey 42",Tie,2016,Tie,,
2016-10-29,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Morning Call,"McGinty 41, Toomey 41",Tie,2016,Tie,,
2016-11-04,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Harper (R)*,"McGinty 44, Toomey 44",Tie,2016,Tie,,
2011-06-20,Utah,Utah Senate - Hatch vs. Matheson,Deseret News/KSL,"Hatch 47, Matheson 47",Tie,2011,Tie,,
2011-05-08,Virginia,Virginia Senate - Allen vs. Kaine,Washington Post,"Allen 46, Kaine 46",Tie,2011,Tie,,
2012-01-28,Virginia,Virginia Senate - Allen vs. Kaine,Mason-Dixon,"Kaine 46, Allen 46",Tie,2012,Tie,,
2012-02-22,Virginia,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 46, Allen 46",Tie,2012,Tie,,
2012-05-08,Virginia,Virginia Senate - Allen vs. Kaine,Washington Post,"Kaine 46, Allen 46",Tie,2012,Tie,,
2012-08-09,Virginia,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 46, Allen 46",Tie,2012,Tie,,
2012-08-23,Virginia,Virginia Senate - Allen vs. Kaine,PPP (D),"Kaine 46, Allen 46",Tie,2012,Tie,,
2012-08-24,Virginia,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 45, Allen 45",Tie,2012,Tie,,
2012-09-13,Virginia,Virginia Senate - Allen vs. Kaine,NBC/WSJ/Marist,"Kaine 46, Allen 46",Tie,2012,Tie,,
2012-09-27,Virginia,Virginia Senate - Allen vs. Kaine,Suffolk/WWBT,"Kaine 44, Allen 44",Tie,2012,Tie,,
2012-11-02,Virginia,Virginia Senate - Allen vs. Kaine,WeAskAmerica,"Kaine 50, Allen 50",Tie,2012,Tie,,
2010-06-25,Washington,Washington Senate - Rossi vs. Murray,Rasmussen Reports,"Murray 47, Rossi 47",Tie,2010,Tie,,
2010-10-13,West Virginia,West Virginia Senate Special Election - Raese vs. Manchin,CNN/Time,"Manchin 44, Raese 44",Tie,2010,Tie,,
2012-07-10,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,PPP (D),"Baldwin 45, Thompson 45",Tie,2012,Tie,,
2012-08-08,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,CBS/NYT/Quinnipiac,"Thompson 47, Baldwin 47",Tie,2012,Tie,,
2012-09-19,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,CBS/NYT/Quinnipiac,"Baldwin 47, Thompson 47",Tie,2012,Tie,,
2012-11-02,Wisconsin,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Baldwin 48, Thompson 48",Tie,2012,Tie,,
2014-10-23,N.C.,N.C. Senate - Tillis vs. Hagan vs. Haugh,Civitas (R),"Hagan 41, Tillis 42, Haugh 6",Tillis +1,2014,Tillis,,
2014-11-03,N.C.,N.C. Senate - Tillis vs. Hagan vs. Haugh,Harper (R),"Hagan 44, Tillis 46, Haugh 6",Tillis +2,2014,Tillis,,
2014-01-14,North Carolina,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Tillis 43, Hagan 42",Tillis +1,2014,Tillis,R,0.0
2014-01-27,North Carolina,North Carolina Senate - Tillis vs. Hagan,Rasmussen Reports,"Tillis 47, Hagan 40",Tillis +7,2014,Tillis,R,0.0
2014-02-13,North Carolina,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Tillis 42, Hagan 40",Tillis +2,2014,Tillis,R,0.0
2014-04-02,North Carolina,North Carolina Senate - Tillis vs. Hagan,SurveyUSA,"Hagan 45, Tillis 46",Tillis +1,2014,Tillis,R,0.0
2014-05-09,North Carolina,North Carolina Senate - Tillis vs. Hagan,Rasmussen Reports,"Hagan 44, Tillis 45",Tillis +1,2014,Tillis,R,0.0
2014-05-29,North Carolina,North Carolina Senate - Tillis vs. Hagan,Civitas (R),"Tillis 46, Hagan 41",Tillis +5,2014,Tillis,R,0.0
2014-07-28,North Carolina,North Carolina Senate - Tillis vs. Hagan,CBS News/NYT/YouGov,"Tillis 48, Hagan 47",Tillis +1,2014,Tillis,R,0.0
2014-08-05,North Carolina,North Carolina Senate - Tillis vs. Hagan,Civitas (R),"Tillis 45, Hagan 43",Tillis +2,2014,Tillis,R,0.0
2014-08-07,North Carolina,North Carolina Senate - Tillis vs. Hagan,Rasmussen Reports,"Tillis 45, Hagan 40",Tillis +5,2014,Tillis,R,0.0
2014-09-07,North Carolina,North Carolina Senate - Tillis vs. Hagan,CBS News/NYT/YouGov*,"Hagan 42, Tillis 43",Tillis +1,2014,Tillis,R,0.0
2014-10-14,North Carolina,North Carolina Senate - Tillis vs. Hagan,SurveyUSA,"Hagan 45, Tillis 46",Tillis +1,2014,Tillis,R,0.0
2010-05-11,Pennsylvania,Pennsylvania Senate - Specter vs. Toomey,Rasmussen Reports,"Toomey 50, Specter 38",Toomey +12,2010,Toomey,R,0.0
2010-05-11,Pennsylvania,Pennsylvania Senate - Specter vs. Toomey,Rasmussen Reports,"Toomey 50, Specter 38",Toomey +12,2010,Toomey,R,0.0
2010-05-11,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 42, Sestak 40",Toomey +2,2010,Toomey,R,0.0
2010-05-11,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 42, Sestak 40",Toomey +2,2010,Toomey,R,0.0
2010-05-12,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Franklin & Marshall,"Toomey 29, Sestak 28",Toomey +1,2010,Toomey,R,0.0
2010-05-12,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Franklin & Marshall,"Toomey 29, Sestak 28",Toomey +1,2010,Toomey,R,0.0
2010-05-12,Pennsylvania,Pennsylvania Senate - Specter vs. Toomey,Franklin & Marshall,"Toomey 35, Specter 33",Toomey +2,2010,Toomey,R,0.0
2010-05-12,Pennsylvania,Pennsylvania Senate - Specter vs. Toomey,Franklin & Marshall,"Toomey 35, Specter 33",Toomey +2,2010,Toomey,R,0.0
2010-05-13,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Quinnipiac,"Toomey 42, Sestak 40",Toomey +2,2010,Toomey,R,0.0
2010-05-13,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Quinnipiac,"Toomey 42, Sestak 40",Toomey +2,2010,Toomey,R,0.0
2010-05-13,Pennsylvania,Pennsylvania Senate - Specter vs. Toomey,Quinnipiac,"Toomey 47, Specter 40",Toomey +7,2010,Toomey,R,0.0
2010-05-13,Pennsylvania,Pennsylvania Senate - Specter vs. Toomey,Quinnipiac,"Toomey 47, Specter 40",Toomey +7,2010,Toomey,R,0.0
2010-05-14,Pennsylvania,Pennsylvania Senate - Specter vs. Toomey,R2000/Daily Kos (D),"Toomey 49, Specter 41",Toomey +8,2010,Toomey,R,0.0
2010-05-14,Pennsylvania,Pennsylvania Senate - Specter vs. Toomey,R2000/Daily Kos (D),"Toomey 49, Specter 41",Toomey +8,2010,Toomey,R,0.0
2010-05-14,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,R2000/Daily Kos (D),"Toomey 45, Sestak 40",Toomey +5,2010,Toomey,R,0.0
2010-05-14,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,R2000/Daily Kos (D),"Toomey 45, Sestak 40",Toomey +5,2010,Toomey,R,0.0
2010-06-04,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 38",Toomey +7,2010,Toomey,R,0.0
2010-06-04,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 38",Toomey +7,2010,Toomey,R,0.0
2010-07-01,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 39",Toomey +6,2010,Toomey,R,0.0
2010-07-01,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 39",Toomey +6,2010,Toomey,R,0.0
2010-07-19,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 38",Toomey +7,2010,Toomey,R,0.0
2010-07-19,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 38",Toomey +7,2010,Toomey,R,0.0
2010-07-30,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 39",Toomey +6,2010,Toomey,R,0.0
